Price,Close,High,Low,Open,Volume
Ticker,GXU.V,GXU.V,GXU.V,GXU.V,GXU.V
Date,,,,,
2016-07-12,0.18000000715255737,0.1899999976158142,0.17000000178813934,0.1899999976158142,328400
2016-07-13,0.18000000715255737,0.1899999976158142,0.17000000178813934,0.1899999976158142,95300
2016-07-14,0.1850000023841858,0.1850000023841858,0.17499999701976776,0.18000000715255737,225200
2016-07-15,0.17499999701976776,0.1850000023841858,0.17000000178813934,0.1850000023841858,74500
2016-07-18,0.16500000655651093,0.17499999701976776,0.16500000655651093,0.17499999701976776,170500
2016-07-19,0.16500000655651093,0.17000000178813934,0.16500000655651093,0.17000000178813934,189600
2016-07-20,0.1599999964237213,0.17000000178813934,0.1599999964237213,0.1599999964237213,243200
2016-07-21,0.1550000011920929,0.1599999964237213,0.15000000596046448,0.1599999964237213,92000
2016-07-22,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,87100
2016-07-25,0.15000000596046448,0.1599999964237213,0.15000000596046448,0.1599999964237213,240300
2016-07-26,0.14000000059604645,0.1599999964237213,0.14000000059604645,0.15000000596046448,212700
2016-07-27,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,127300
2016-07-28,0.1599999964237213,0.17000000178813934,0.15000000596046448,0.1599999964237213,81100
2016-07-29,0.14000000059604645,0.18000000715255737,0.14000000059604645,0.18000000715255737,259500
2016-08-02,0.14000000059604645,0.1599999964237213,0.14000000059604645,0.14000000059604645,151800
2016-08-03,0.15000000596046448,0.15000000596046448,0.14000000059604645,0.14000000059604645,21700
2016-08-04,0.1599999964237213,0.1599999964237213,0.15000000596046448,0.15000000596046448,137000
2016-08-05,0.1599999964237213,0.17000000178813934,0.15000000596046448,0.17000000178813934,30000
2016-08-08,0.15000000596046448,0.1599999964237213,0.14000000059604645,0.1599999964237213,245700
2016-08-09,0.15000000596046448,0.1599999964237213,0.11999999731779099,0.1599999964237213,61000
2016-08-10,0.15000000596046448,0.15000000596046448,0.12999999523162842,0.14000000059604645,127500
2016-08-11,0.1550000011920929,0.1550000011920929,0.14000000059604645,0.14000000059604645,43100
2016-08-12,0.15000000596046448,0.1599999964237213,0.14000000059604645,0.1599999964237213,45000
2016-08-15,0.15000000596046448,0.1599999964237213,0.14000000059604645,0.14000000059604645,19000
2016-08-16,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,500
2016-08-17,0.1599999964237213,0.1599999964237213,0.14000000059604645,0.15000000596046448,48400
2016-08-18,0.1599999964237213,0.17000000178813934,0.1599999964237213,0.1599999964237213,141400
2016-08-19,0.12999999523162842,0.1599999964237213,0.12999999523162842,0.1599999964237213,25700
2016-08-22,0.15000000596046448,0.15000000596046448,0.14000000059604645,0.14000000059604645,27000
2016-08-23,0.14499999582767487,0.14499999582767487,0.14499999582767487,0.14499999582767487,10400
2016-08-24,0.15000000596046448,0.1599999964237213,0.15000000596046448,0.15000000596046448,137000
2016-08-25,0.14499999582767487,0.15000000596046448,0.14000000059604645,0.14000000059604645,118000
2016-08-26,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,19000
2016-08-29,0.15000000596046448,0.15000000596046448,0.14000000059604645,0.14000000059604645,31100
2016-08-30,0.14499999582767487,0.15000000596046448,0.14499999582767487,0.15000000596046448,26700
2016-08-31,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,8000
2016-09-01,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,8000
2016-09-02,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,31000
2016-09-06,0.14000000059604645,0.15000000596046448,0.14000000059604645,0.14000000059604645,102000
2016-09-07,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,2100
2016-09-08,0.14000000059604645,0.15000000596046448,0.14000000059604645,0.15000000596046448,85300
2016-09-09,0.11999999731779099,0.15000000596046448,0.11999999731779099,0.15000000596046448,518500
2016-09-12,0.14000000059604645,0.14000000059604645,0.12999999523162842,0.14000000059604645,124700
2016-09-13,0.12999999523162842,0.14000000059604645,0.12999999523162842,0.14000000059604645,80500
2016-09-14,0.14000000059604645,0.15000000596046448,0.14000000059604645,0.15000000596046448,78600
2016-09-15,0.14499999582767487,0.15000000596046448,0.14000000059604645,0.14000000059604645,150500
2016-09-16,0.14499999582767487,0.14499999582767487,0.14000000059604645,0.14000000059604645,16000
2016-09-19,0.13500000536441803,0.14499999582767487,0.13500000536441803,0.14499999582767487,110900
2016-09-20,0.13500000536441803,0.13500000536441803,0.13500000536441803,0.13500000536441803,49000
2016-09-21,0.14499999582767487,0.14499999582767487,0.14499999582767487,0.14499999582767487,500
2016-09-22,0.125,0.14000000059604645,0.125,0.13500000536441803,677500
2016-09-23,0.14000000059604645,0.14000000059604645,0.12999999523162842,0.12999999523162842,34000
2016-09-26,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,10000
2016-09-27,0.125,0.12999999523162842,0.125,0.12999999523162842,70500
2016-09-28,0.14000000059604645,0.14000000059604645,0.12999999523162842,0.12999999523162842,59700
2016-09-29,0.14000000059604645,0.14000000059604645,0.14000000059604645,0.14000000059604645,19600
2016-09-30,0.14000000059604645,0.14000000059604645,0.125,0.13500000536441803,98500
2016-10-03,0.12999999523162842,0.14000000059604645,0.12999999523162842,0.14000000059604645,203500
2016-10-04,0.11999999731779099,0.12999999523162842,0.11500000208616257,0.12999999523162842,607500
2016-10-05,0.11999999731779099,0.11999999731779099,0.11500000208616257,0.11999999731779099,79500
2016-10-06,0.12999999523162842,0.12999999523162842,0.11999999731779099,0.11999999731779099,69700
2016-10-07,0.11500000208616257,0.11999999731779099,0.10499999672174454,0.11999999731779099,680300
2016-10-11,0.10000000149011612,0.10999999940395355,0.10000000149011612,0.10999999940395355,1060500
2016-10-12,0.10999999940395355,0.11500000208616257,0.10000000149011612,0.11500000208616257,599500
2016-10-13,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,13500
2016-10-14,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,34400
2016-10-17,0.10000000149011612,0.10999999940395355,0.0949999988079071,0.10999999940395355,1647500
2016-10-18,0.10999999940395355,0.10999999940395355,0.10000000149011612,0.10000000149011612,66100
2016-10-19,0.10999999940395355,0.10999999940395355,0.10000000149011612,0.10000000149011612,163700
2016-10-20,0.10999999940395355,0.10999999940395355,0.0949999988079071,0.10999999940395355,98700
2016-10-21,0.10499999672174454,0.10499999672174454,0.10000000149011612,0.10499999672174454,16000
2016-10-24,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,95300
2016-10-25,0.10000000149011612,0.10499999672174454,0.0949999988079071,0.10499999672174454,112500
2016-10-26,0.10499999672174454,0.10499999672174454,0.10000000149011612,0.10000000149011612,9500
2016-10-27,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,4000
2016-10-28,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,57600
2016-10-31,0.10000000149011612,0.10999999940395355,0.10000000149011612,0.10999999940395355,258500
2016-11-01,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,54900
2016-11-02,0.10000000149011612,0.10000000149011612,0.0949999988079071,0.10000000149011612,61900
2016-11-03,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,28500
2016-11-04,0.10499999672174454,0.10499999672174454,0.0949999988079071,0.10000000149011612,192000
2016-11-07,0.0949999988079071,0.10499999672174454,0.0949999988079071,0.10499999672174454,112200
2016-11-08,0.0949999988079071,0.0949999988079071,0.0949999988079071,0.0949999988079071,51500
2016-11-09,0.0949999988079071,0.0949999988079071,0.09000000357627869,0.09000000357627869,294900
2016-11-10,0.09000000357627869,0.0949999988079071,0.09000000357627869,0.0949999988079071,166500
2016-11-11,0.10000000149011612,0.10000000149011612,0.09000000357627869,0.10000000149011612,82000
2016-11-14,0.10000000149011612,0.10000000149011612,0.09000000357627869,0.10000000149011612,98500
2016-11-15,0.10499999672174454,0.10499999672174454,0.0949999988079071,0.0949999988079071,208500
2016-11-16,0.10999999940395355,0.10999999940395355,0.10499999672174454,0.10499999672174454,149300
2016-11-17,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,3000
2016-11-18,0.10000000149011612,0.10999999940395355,0.10000000149011612,0.10999999940395355,60500
2016-11-21,0.10000000149011612,0.10999999940395355,0.10000000149011612,0.10999999940395355,44500
2016-11-22,0.10000000149011612,0.10499999672174454,0.10000000149011612,0.10499999672174454,20500
2016-11-23,0.10000000149011612,0.10000000149011612,0.0949999988079071,0.10000000149011612,51500
2016-11-24,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,29000
2016-11-25,0.10499999672174454,0.10499999672174454,0.10000000149011612,0.10000000149011612,53500
2016-11-28,0.10499999672174454,0.10499999672174454,0.0949999988079071,0.0949999988079071,15000
2016-11-29,0.10000000149011612,0.10499999672174454,0.09000000357627869,0.10499999672174454,1096500
2016-11-30,0.0949999988079071,0.10499999672174454,0.0949999988079071,0.10499999672174454,148500
2016-12-01,0.08500000089406967,0.0949999988079071,0.08500000089406967,0.0949999988079071,366500
2016-12-02,0.09000000357627869,0.09000000357627869,0.08500000089406967,0.08500000089406967,330000
2016-12-05,0.0949999988079071,0.0949999988079071,0.09000000357627869,0.09000000357627869,311000
2016-12-06,0.10000000149011612,0.10000000149011612,0.09000000357627869,0.09000000357627869,301600
2016-12-07,0.11999999731779099,0.12999999523162842,0.0949999988079071,0.10000000149011612,596900
2016-12-08,0.125,0.12999999523162842,0.11999999731779099,0.11999999731779099,591000
2016-12-09,0.12999999523162842,0.13500000536441803,0.125,0.125,914900
2016-12-12,0.12999999523162842,0.13500000536441803,0.12999999523162842,0.13500000536441803,533500
2016-12-13,0.12999999523162842,0.13500000536441803,0.125,0.13500000536441803,92700
2016-12-14,0.12999999523162842,0.13500000536441803,0.11999999731779099,0.12999999523162842,263300
2016-12-15,0.11500000208616257,0.12999999523162842,0.11500000208616257,0.125,381100
2016-12-16,0.125,0.12999999523162842,0.11999999731779099,0.12999999523162842,353300
2016-12-19,0.12999999523162842,0.14499999582767487,0.125,0.12999999523162842,575200
2016-12-20,0.14000000059604645,0.14000000059604645,0.12999999523162842,0.12999999523162842,157200
2016-12-21,0.125,0.13500000536441803,0.125,0.13500000536441803,240200
2016-12-22,0.12999999523162842,0.12999999523162842,0.125,0.12999999523162842,93500
2016-12-23,0.12999999523162842,0.12999999523162842,0.125,0.125,2042800
2016-12-28,0.14499999582767487,0.1550000011920929,0.125,0.125,1427600
2016-12-29,0.14499999582767487,0.1599999964237213,0.14499999582767487,0.15000000596046448,778700
2016-12-30,0.15000000596046448,0.1550000011920929,0.14499999582767487,0.15000000596046448,209000
2017-01-03,0.16500000655651093,0.16500000655651093,0.15000000596046448,0.1550000011920929,320500
2017-01-04,0.20000000298023224,0.20000000298023224,0.1599999964237213,0.16500000655651093,865500
2017-01-05,0.23000000417232513,0.26499998569488525,0.2199999988079071,0.23000000417232513,1490700
2017-01-06,0.20499999821186066,0.23000000417232513,0.20000000298023224,0.23000000417232513,1020600
2017-01-09,0.19499999284744263,0.2150000035762787,0.18000000715255737,0.2150000035762787,1147500
2017-01-10,0.20999999344348907,0.23000000417232513,0.19499999284744263,0.20000000298023224,507700
2017-01-11,0.23499999940395355,0.24500000476837158,0.2150000035762787,0.2150000035762787,1455100
2017-01-12,0.25,0.25,0.2150000035762787,0.23000000417232513,1435500
2017-01-13,0.2549999952316284,0.2549999952316284,0.24500000476837158,0.25,994600
2017-01-16,0.25999999046325684,0.27000001072883606,0.25,0.25,1145400
2017-01-17,0.25,0.2549999952316284,0.23499999940395355,0.25,922300
2017-01-18,0.22499999403953552,0.23499999940395355,0.2150000035762787,0.23000000417232513,991100
2017-01-19,0.2549999952316284,0.2549999952316284,0.2199999988079071,0.2199999988079071,1046500
2017-01-20,0.25999999046325684,0.25999999046325684,0.24500000476837158,0.25999999046325684,791900
2017-01-23,0.27000001072883606,0.27000001072883606,0.2549999952316284,0.25999999046325684,724300
2017-01-24,0.3149999976158142,0.3400000035762787,0.27000001072883606,0.27000001072883606,1733400
2017-01-25,0.29499998688697815,0.33000001311302185,0.28999999165534973,0.3199999928474426,1823100
2017-01-26,0.29499998688697815,0.29499998688697815,0.2800000011920929,0.2800000011920929,700200
2017-01-27,0.2750000059604645,0.29499998688697815,0.26499998569488525,0.2800000011920929,664400
2017-01-30,0.27000001072883606,0.29499998688697815,0.2549999952316284,0.29499998688697815,288500
2017-01-31,0.27000001072883606,0.27000001072883606,0.25,0.27000001072883606,369200
2017-02-01,0.2549999952316284,0.2800000011920929,0.2549999952316284,0.2800000011920929,437600
2017-02-02,0.25999999046325684,0.25999999046325684,0.23999999463558197,0.25999999046325684,505500
2017-02-03,0.25,0.25999999046325684,0.23999999463558197,0.25999999046325684,399000
2017-02-06,0.2549999952316284,0.2549999952316284,0.23000000417232513,0.23499999940395355,569700
2017-02-07,0.28999999165534973,0.28999999165534973,0.2549999952316284,0.2549999952316284,899000
2017-02-08,0.3199999928474426,0.3199999928474426,0.30000001192092896,0.3050000071525574,1120500
2017-02-09,0.33000001311302185,0.3449999988079071,0.3199999928474426,0.33000001311302185,995400
2017-02-10,0.38499999046325684,0.42500001192092896,0.3400000035762787,0.3449999988079071,2032700
2017-02-13,0.42500001192092896,0.4399999976158142,0.38999998569488525,0.4000000059604645,2403900
2017-02-14,0.4300000071525574,0.4399999976158142,0.4000000059604645,0.4300000071525574,1216500
2017-02-15,0.38999998569488525,0.42500001192092896,0.375,0.42500001192092896,1136800
2017-02-16,0.3799999952316284,0.41499999165534973,0.36000001430511475,0.3799999952316284,932800
2017-02-17,0.35499998927116394,0.38999998569488525,0.3499999940395355,0.3700000047683716,647600
2017-02-21,0.3700000047683716,0.3700000047683716,0.3499999940395355,0.36000001430511475,596400
2017-02-22,0.375,0.38499999046325684,0.3499999940395355,0.38499999046325684,635400
2017-02-23,0.36000001430511475,0.3700000047683716,0.35499998927116394,0.3700000047683716,372000
2017-02-24,0.3700000047683716,0.375,0.3400000035762787,0.36500000953674316,695400
2017-02-27,0.36500000953674316,0.36500000953674316,0.32499998807907104,0.36500000953674316,671800
2017-02-28,0.3449999988079071,0.36000001430511475,0.33500000834465027,0.36000001430511475,347400
2017-03-01,0.33000001311302185,0.3400000035762787,0.30000001192092896,0.30000001192092896,614100
2017-03-02,0.3449999988079071,0.3499999940395355,0.3199999928474426,0.33500000834465027,432700
2017-03-03,0.32499998807907104,0.3449999988079071,0.29499998688697815,0.3449999988079071,591800
2017-03-06,0.3100000023841858,0.3199999928474426,0.3050000071525574,0.3100000023841858,596200
2017-03-07,0.32499998807907104,0.35499998927116394,0.3149999976158142,0.3149999976158142,932300
2017-03-08,0.33000001311302185,0.3400000035762787,0.33000001311302185,0.3400000035762787,799500
2017-03-09,0.33000001311302185,0.3400000035762787,0.33000001311302185,0.3400000035762787,587400
2017-03-10,0.3400000035762787,0.3499999940395355,0.3149999976158142,0.3400000035762787,577800
2017-03-13,0.3100000023841858,0.3400000035762787,0.3100000023841858,0.32499998807907104,773800
2017-03-14,0.28999999165534973,0.33000001311302185,0.28999999165534973,0.33000001311302185,556600
2017-03-15,0.32499998807907104,0.32499998807907104,0.2849999964237213,0.28999999165534973,256200
2017-03-16,0.3199999928474426,0.33000001311302185,0.30000001192092896,0.33000001311302185,227900
2017-03-17,0.3149999976158142,0.32499998807907104,0.3100000023841858,0.3199999928474426,224500
2017-03-20,0.3149999976158142,0.3199999928474426,0.3100000023841858,0.3199999928474426,96800
2017-03-21,0.30000001192092896,0.3199999928474426,0.27000001072883606,0.3199999928474426,337000
2017-03-22,0.2750000059604645,0.28999999165534973,0.27000001072883606,0.2800000011920929,518600
2017-03-23,0.25999999046325684,0.29499998688697815,0.25,0.2800000011920929,1084300
2017-03-24,0.26499998569488525,0.26499998569488525,0.24500000476837158,0.26499998569488525,580400
2017-03-27,0.22499999403953552,0.26499998569488525,0.2150000035762787,0.2549999952316284,875700
2017-03-28,0.2549999952316284,0.25999999046325684,0.2150000035762787,0.2199999988079071,1996200
2017-03-29,0.27000001072883606,0.27000001072883606,0.25,0.2549999952316284,231600
2017-03-30,0.27000001072883606,0.27000001072883606,0.2549999952316284,0.26499998569488525,293600
2017-03-31,0.25999999046325684,0.27000001072883606,0.2549999952316284,0.27000001072883606,387600
2017-04-03,0.24500000476837158,0.2549999952316284,0.24500000476837158,0.2549999952316284,145100
2017-04-04,0.24500000476837158,0.25,0.23999999463558197,0.23999999463558197,149600
2017-04-05,0.23499999940395355,0.23999999463558197,0.2199999988079071,0.23999999463558197,740100
2017-04-06,0.23000000417232513,0.23499999940395355,0.22499999403953552,0.23499999940395355,517100
2017-04-07,0.23000000417232513,0.23499999940395355,0.20000000298023224,0.23000000417232513,911100
2017-04-10,0.24500000476837158,0.2750000059604645,0.2199999988079071,0.23000000417232513,1452100
2017-04-11,0.24500000476837158,0.2750000059604645,0.23999999463558197,0.24500000476837158,1072000
2017-04-12,0.24500000476837158,0.2549999952316284,0.23499999940395355,0.2549999952316284,259600
2017-04-13,0.23000000417232513,0.23999999463558197,0.22499999403953552,0.23999999463558197,390500
2017-04-17,0.2199999988079071,0.22499999403953552,0.2150000035762787,0.22499999403953552,236000
2017-04-18,0.20999999344348907,0.23499999940395355,0.20999999344348907,0.23000000417232513,746200
2017-04-19,0.20499999821186066,0.2199999988079071,0.20499999821186066,0.2150000035762787,703200
2017-04-20,0.20000000298023224,0.23000000417232513,0.1899999976158142,0.1899999976158142,2720600
2017-04-21,0.19499999284744263,0.20499999821186066,0.1850000023841858,0.20000000298023224,1661600
2017-04-24,0.19499999284744263,0.20000000298023224,0.1899999976158142,0.19499999284744263,1076300
2017-04-25,0.1899999976158142,0.20000000298023224,0.1899999976158142,0.1899999976158142,506900
2017-04-26,0.20000000298023224,0.20000000298023224,0.1899999976158142,0.19499999284744263,695600
2017-04-27,0.19499999284744263,0.20000000298023224,0.1899999976158142,0.19499999284744263,306300
2017-04-28,0.20000000298023224,0.20000000298023224,0.1899999976158142,0.19499999284744263,533000
2017-05-01,0.20999999344348907,0.20999999344348907,0.1899999976158142,0.20000000298023224,762600
2017-05-02,0.2150000035762787,0.23000000417232513,0.20000000298023224,0.20000000298023224,2188100
2017-05-03,0.20000000298023224,0.20999999344348907,0.20000000298023224,0.20999999344348907,628600
2017-05-04,0.18000000715255737,0.20000000298023224,0.18000000715255737,0.20000000298023224,1087200
2017-05-05,0.1850000023841858,0.1850000023841858,0.17499999701976776,0.18000000715255737,755700
2017-05-08,0.20000000298023224,0.20000000298023224,0.1899999976158142,0.19499999284744263,521800
2017-05-09,0.19499999284744263,0.20000000298023224,0.1899999976158142,0.20000000298023224,886200
2017-05-10,0.1899999976158142,0.19499999284744263,0.1899999976158142,0.1899999976158142,244700
2017-05-11,0.1899999976158142,0.19499999284744263,0.1850000023841858,0.19499999284744263,184000
2017-05-12,0.20999999344348907,0.20999999344348907,0.1850000023841858,0.19499999284744263,1710100
2017-05-15,0.20499999821186066,0.20499999821186066,0.19499999284744263,0.20499999821186066,364700
