Date,Scaled_Close
2016-07-12,0.2083333501488797
2016-07-13,0.2083333501488797
2016-07-14,0.2187500067908937
2016-07-15,0.19791666246278009
2016-07-18,0.177083349178752
2016-07-19,0.177083349178752
2016-07-20,0.16666666149265238
2016-07-21,0.15625000485063836
2016-07-22,0.16666666149265238
2016-07-25,0.14583334820862434
2016-07-26,0.12500000388051066
2016-07-27,0.16666666149265238
2016-07-28,0.16666666149265238
2016-07-29,0.12500000388051066
2016-08-02,0.12500000388051066
2016-08-03,0.14583334820862434
2016-08-04,0.16666666149265238
2016-08-05,0.16666666149265238
2016-08-08,0.14583334820862434
2016-08-09,0.14583334820862434
2016-08-10,0.14583334820862434
2016-08-11,0.15625000485063836
2016-08-12,0.14583334820862434
2016-08-15,0.14583334820862434
2016-08-16,0.12500000388051066
2016-08-17,0.16666666149265238
2016-08-18,0.16666666149265238
2016-08-19,0.10416665955239704
2016-08-22,0.14583334820862434
2016-08-23,0.13541666052252474
2016-08-24,0.14583334820862434
2016-08-25,0.13541666052252474
2016-08-26,0.14583334820862434
2016-08-29,0.14583334820862434
2016-08-30,0.13541666052252474
2016-08-31,0.12500000388051066
2016-09-01,0.14583334820862434
2016-09-02,0.16666666149265238
2016-09-06,0.12500000388051066
2016-09-07,0.14583334820862434
2016-09-08,0.12500000388051066
2016-09-09,0.0833333307463262
2016-09-12,0.12500000388051066
2016-09-13,0.10416665955239704
2016-09-14,0.12500000388051066
2016-09-15,0.13541666052252474
2016-09-16,0.13541666052252474
2016-09-19,0.11458334723849664
2016-09-20,0.11458334723849664
2016-09-21,0.13541666052252474
2016-09-22,0.09375000291038302
2016-09-23,0.12500000388051066
2016-09-26,0.12500000388051066
2016-09-27,0.09375000291038302
2016-09-28,0.12500000388051066
2016-09-29,0.12500000388051066
2016-09-30,0.12500000388051066
2016-10-03,0.10416665955239704
2016-10-04,0.0833333307463262
2016-10-05,0.0833333307463262
2016-10-06,0.10416665955239704
2016-10-07,0.07291667410431216
2016-10-11,0.041666673134184484
2016-10-12,0.06250000194025535
2016-10-13,0.06250000194025535
2016-10-14,0.06250000194025535
2016-10-17,0.041666673134184484
2016-10-18,0.06250000194025535
2016-10-19,0.06250000194025535
2016-10-20,0.06250000194025535
2016-10-21,0.052083329776198534
2016-10-24,0.052083329776198534
2016-10-25,0.041666673134184484
2016-10-26,0.052083329776198534
2016-10-27,0.041666673134184484
2016-10-28,0.041666673134184484
2016-10-31,0.041666673134184484
2016-11-01,0.041666673134184484
2016-11-02,0.041666673134184484
2016-11-03,0.041666673134184484
2016-11-04,0.052083329776198534
2016-11-07,0.03125000097012767
2016-11-08,0.03125000097012767
2016-11-09,0.03125000097012767
2016-11-10,0.02083334432811365
2016-11-11,0.041666673134184484
2016-11-14,0.041666673134184484
2016-11-15,0.052083329776198534
2016-11-16,0.06250000194025535
2016-11-17,0.052083329776198534
2016-11-18,0.041666673134184484
2016-11-21,0.041666673134184484
2016-11-22,0.041666673134184484
2016-11-23,0.041666673134184484
2016-11-24,0.041666673134184484
2016-11-25,0.052083329776198534
2016-11-28,0.052083329776198534
2016-11-29,0.041666673134184484
2016-11-30,0.03125000097012767
2016-12-01,0.010416672164056812
2016-12-02,0.02083334432811365
2016-12-05,0.03125000097012767
2016-12-06,0.041666673134184484
2016-12-07,0.0833333307463262
2016-12-08,0.09375000291038302
2016-12-09,0.10416665955239704
2016-12-12,0.10416665955239704
2016-12-13,0.10416665955239704
2016-12-14,0.10416665955239704
2016-12-15,0.07291667410431216
2016-12-16,0.09375000291038302
2016-12-19,0.10416665955239704
2016-12-20,0.12500000388051066
2016-12-21,0.09375000291038302
2016-12-22,0.10416665955239704
2016-12-23,0.10416665955239704
2016-12-28,0.13541666052252474
2016-12-29,0.13541666052252474
2016-12-30,0.14583334820862434
2017-01-03,0.177083349178752
2017-01-04,0.2500000077610214
2017-01-05,0.31250000970127667
2017-01-06,0.26041666440303546
2017-01-09,0.23958332007492175
2017-01-10,0.2708333210450494
2017-01-11,0.32291666634329075
2017-01-12,0.3541666673134184
2017-01-13,0.36458332395543247
2017-01-16,0.37499998059744644
2017-01-17,0.3541666673134184
2017-01-18,0.30208332201517707
2017-01-19,0.36458332395543247
2017-01-20,0.37499998059744644
2017-01-23,0.39583335596964564
2017-01-24,0.48958332783594316
2017-01-25,0.4479166391797158
2017-01-26,0.4479166391797158
2017-01-27,0.4062500126116597
2017-01-30,0.39583335596964564
2017-01-31,0.39583335596964564
2017-02-01,0.36458332395543247
2017-02-02,0.37499998059744644
2017-02-03,0.3541666673134184
2017-02-06,0.36458332395543247
2017-02-07,0.43749998253770184
2017-02-08,0.4999999844779571
2017-02-09,0.5208333598501563
2017-02-10,0.6354166450004819
2017-02-13,0.7187500223129364
2017-02-14,0.7291666789549505
2017-02-15,0.6458333016424959
2017-02-16,0.6249999883584678
2017-02-17,0.5729166430602265
2017-02-21,0.6041666750744398
2017-02-22,0.6145833317164537
2017-02-23,0.5833333617904117
2017-02-24,0.6041666750744398
2017-02-27,0.5937500184324257
2017-02-28,0.5520833297761985
2017-03-01,0.5208333598501563
2017-03-02,0.5520833297761985
2017-03-03,0.5104166411199712
2017-03-06,0.4791666711939291
2017-03-07,0.5104166411199712
2017-03-08,0.5208333598501563
2017-03-09,0.5208333598501563
2017-03-10,0.5416666731341844
2017-03-13,0.4791666711939291
2017-03-14,0.43749998253770184
2017-03-15,0.5104166411199712
2017-03-16,0.4999999844779571
2017-03-17,0.48958332783594316
2017-03-20,0.48958332783594316
2017-03-21,0.45833335790990104
2017-03-22,0.4062500126116597
2017-03-23,0.37499998059744644
2017-03-24,0.3854166372394605
2017-03-27,0.30208332201517707
2017-03-28,0.36458332395543247
2017-03-29,0.39583335596964564
2017-03-30,0.39583335596964564
2017-03-31,0.37499998059744644
2017-04-03,0.3437500106714043
2017-04-04,0.3437500106714043
2017-04-05,0.32291666634329075
2017-04-06,0.31250000970127667
2017-04-07,0.31250000970127667
2017-04-10,0.3437500106714043
2017-04-11,0.3437500106714043
2017-04-12,0.3437500106714043
2017-04-13,0.31250000970127667
2017-04-17,0.2916666653731631
2017-04-18,0.2708333210450494
2017-04-19,0.26041666440303546
2017-04-20,0.2500000077610214
2017-04-21,0.23958332007492175
2017-04-24,0.23958332007492175
2017-04-25,0.22916666343290773
2017-04-26,0.2500000077610214
2017-04-27,0.23958332007492175
2017-04-28,0.2500000077610214
2017-05-01,0.2708333210450494
2017-05-02,0.281250008731149
2017-05-03,0.2500000077610214
2017-05-04,0.2083333501488797
2017-05-05,0.2187500067908937
2017-05-08,0.2500000077610214
2017-05-09,0.23958332007492175
2017-05-10,0.22916666343290773
2017-05-11,0.22916666343290773
2017-05-12,0.2708333210450494
2017-05-15,0.26041666440303546
2017-05-16,0.22916666343290773
2017-05-17,0.2708333210450494
2017-05-18,0.2708333210450494
2017-05-19,0.23958332007492175
2017-05-23,0.2708333210450494
2017-05-24,0.23958332007492175
2017-05-25,0.2500000077610214
2017-05-26,0.2500000077610214
2017-05-29,0.26041666440303546
2017-05-30,0.26041666440303546
2017-05-31,0.2500000077610214
2017-06-01,0.2500000077610214
2017-06-02,0.2500000077610214
2017-06-05,0.22916666343290773
2017-06-06,0.22916666343290773
2017-06-07,0.22916666343290773
2017-06-08,0.22916666343290773
2017-06-09,0.2187500067908937
2017-06-12,0.2187500067908937
2017-06-13,0.22916666343290773
2017-06-14,0.2083333501488797
2017-06-15,0.2187500067908937
2017-06-16,0.23958332007492175
2017-06-19,0.2500000077610214
2017-06-20,0.22916666343290773
2017-06-21,0.23958332007492175
2017-06-22,0.23958332007492175
2017-06-23,0.23958332007492175
2017-06-26,0.2500000077610214
2017-06-27,0.23958332007492175
2017-06-28,0.2187500067908937
2017-06-29,0.22916666343290773
2017-06-30,0.22916666343290773
2017-07-04,0.2500000077610214
2017-07-05,0.2500000077610214
2017-07-06,0.2500000077610214
2017-07-07,0.23958332007492175
2017-07-10,0.22916666343290773
2017-07-11,0.23958332007492175
2017-07-12,0.2500000077610214
2017-07-13,0.2916666653731631
2017-07-14,0.2916666653731631
2017-07-17,0.37499998059744644
2017-07-18,0.3541666673134184
2017-07-19,0.3541666673134184
2017-07-20,0.3333333229853048
2017-07-21,0.31250000970127667
2017-07-24,0.31250000970127667
2017-07-25,0.3437500106714043
2017-07-26,0.31250000970127667
2017-07-27,0.3437500106714043
2017-07-28,0.3333333229853048
2017-07-31,0.3437500106714043
2017-08-01,0.31250000970127667
2017-08-02,0.30208332201517707
2017-08-03,0.2916666653731631
2017-08-04,0.31250000970127667
2017-08-08,0.2708333210450494
2017-08-09,0.2500000077610214
2017-08-10,0.26041666440303546
2017-08-11,0.2708333210450494
2017-08-14,0.26041666440303546
2017-08-15,0.23958332007492175
2017-08-16,0.26041666440303546
2017-08-17,0.26041666440303546
2017-08-18,0.23958332007492175
2017-08-21,0.22916666343290773
2017-08-22,0.23958332007492175
2017-08-23,0.22916666343290773
2017-08-24,0.23958332007492175
2017-08-25,0.23958332007492175
2017-08-28,0.23958332007492175
2017-08-29,0.2083333501488797
2017-08-30,0.2083333501488797
2017-08-31,0.2187500067908937
2017-09-01,0.23958332007492175
2017-09-05,0.22916666343290773
2017-09-06,0.2187500067908937
2017-09-07,0.23958332007492175
2017-09-08,0.22916666343290773
2017-09-11,0.22916666343290773
2017-09-12,0.2500000077610214
2017-09-13,0.2708333210450494
2017-09-14,0.2500000077610214
2017-09-15,0.2500000077610214
2017-09-18,0.23958332007492175
2017-09-19,0.23958332007492175
2017-09-20,0.23958332007492175
2017-09-21,0.2500000077610214
2017-09-22,0.22916666343290773
2017-09-25,0.23958332007492175
2017-09-26,0.23958332007492175
2017-09-27,0.22916666343290773
2017-09-28,0.23958332007492175
2017-09-29,0.23958332007492175
2017-10-02,0.2187500067908937
2017-10-03,0.2187500067908937
2017-10-04,0.2187500067908937
2017-10-05,0.2187500067908937
2017-10-06,0.2187500067908937
